openalex_id,query_label
https://openalex.org/W2008336567,snowball_Borup_2006
https://openalex.org/W2008747612,snowball_Schnaiberg_1980
https://openalex.org/W2008977537,snowball_Schnaiberg_1980
https://openalex.org/W2009040832,snowball_Borup_2006
https://openalex.org/W2010307956,S1_econ_complexity
https://openalex.org/W2010617992,snowball_Jorgenson_2012
https://openalex.org/W2010833608,S1_econ_complexity
https://openalex.org/W2011155011,snowball_York_2003
https://openalex.org/W2011554027,snowball_Hornborg_2001
https://openalex.org/W2012086721,snowball_Schnaiberg_1980
https://openalex.org/W2012251817,snowball_Jorgenson_2012
https://openalex.org/W2012484450,snowball_Jorgenson_2012
https://openalex.org/W2012780779,snowball_Mol_2000
https://openalex.org/W2012942219,snowball_Borup_2006
https://openalex.org/W2013041299,snowball_York_2003
https://openalex.org/W2013388256,S1_econ_complexity
https://openalex.org/W2013388256,snowball_Hornborg_2001
https://openalex.org/W2013482205,snowball_Schnaiberg_1980
https://openalex.org/W2013749032,S1_econ_complexity
https://openalex.org/W2014629333,snowball_Mol_2000
https://openalex.org/W2014649769,snowball_Schnaiberg_1980
https://openalex.org/W2014677709,snowball_Schnaiberg_1980
https://openalex.org/W2015349399,snowball_Schnaiberg_1980
https://openalex.org/W2015659029,snowball_Borup_2006
https://openalex.org/W2015881328,snowball_Schnaiberg_1980
https://openalex.org/W2016927174,snowball_Jorgenson_2012
https://openalex.org/W2017029658,snowball_Mol_2000
https://openalex.org/W2017641610,snowball_York_2003
https://openalex.org/W2017888566,snowball_Mol_2000
https://openalex.org/W201790150,S4_climate_movements
https://openalex.org/W2018201197,snowball_Schnaiberg_1980
https://openalex.org/W2018201197,snowball_York_2003
https://openalex.org/W2018463038,snowball_York_2003
https://openalex.org/W2019090900,snowball_Mol_2000
https://openalex.org/W2019283248,snowball_Mol_2000
https://openalex.org/W2019937705,snowball_Schnaiberg_1980
https://openalex.org/W2020002829,snowball_Schnaiberg_1980
https://openalex.org/W2020193821,snowball_Schnaiberg_1980
https://openalex.org/W2020743501,snowball_Mol_2000
https://openalex.org/W2020935901,snowball_Hornborg_2001
https://openalex.org/W2021083760,snowball_Jorgenson_2012
https://openalex.org/W2021394988,snowball_Schnaiberg_1980
https://openalex.org/W2022018300,snowball_Borup_2006
https://openalex.org/W2022824356,snowball_Schnaiberg_1980
https://openalex.org/W2023218110,snowball_Hornborg_2001
https://openalex.org/W2023468232,snowball_Borup_2006
https://openalex.org/W2023718276,snowball_Schnaiberg_1980
https://openalex.org/W2023767506,snowball_York_2003
https://openalex.org/W2024566649,snowball_Mol_2000
https://openalex.org/W2024566649,snowball_York_2003
https://openalex.org/W2024640336,snowball_York_2003
https://openalex.org/W2024709659,snowball_Borup_2006
https://openalex.org/W2024835575,snowball_Schnaiberg_1980
https://openalex.org/W2025051877,S1_econ_complexity
https://openalex.org/W2025222328,snowball_Borup_2006
https://openalex.org/W2025516467,snowball_Hornborg_2001
https://openalex.org/W2026114350,snowball_Borup_2006
https://openalex.org/W2026242007,snowball_Schnaiberg_1980
https://openalex.org/W2026347028,snowball_Jorgenson_2012
https://openalex.org/W2026556753,snowball_Borup_2006
https://openalex.org/W2026776029,snowball_Mol_2000
https://openalex.org/W2027007187,snowball_York_2003
https://openalex.org/W2027774628,snowball_Mol_2000
https://openalex.org/W2028228820,S3_sociotech_imaginary
https://openalex.org/W2028228820,snowball_Borup_2006
https://openalex.org/W2028690717,snowball_Schnaiberg_1980
https://openalex.org/W2028707503,snowball_Schnaiberg_1980
https://openalex.org/W2028741275,snowball_Hornborg_2001
https://openalex.org/W2028983320,S6_stirpat
https://openalex.org/W2029052834,snowball_Mol_2000
https://openalex.org/W2029780813,snowball_York_2003
https://openalex.org/W2029857914,snowball_York_2003
https://openalex.org/W2030004202,snowball_Hornborg_2001
https://openalex.org/W2030116621,snowball_Schnaiberg_1980
https://openalex.org/W2030464772,snowball_Borup_2006
https://openalex.org/W2030680762,snowball_Hornborg_2001
https://openalex.org/W2030793277,snowball_Jorgenson_2012
https://openalex.org/W2031014310,S1_econ_complexity
https://openalex.org/W2031451536,snowball_Jorgenson_2012
https://openalex.org/W2031503294,snowball_Schnaiberg_1980
https://openalex.org/W2031768732,S6_stirpat
https://openalex.org/W2031803465,snowball_Borup_2006
https://openalex.org/W2032097041,snowball_Schnaiberg_1980
https://openalex.org/W2032377169,snowball_Borup_2006
https://openalex.org/W2032573988,snowball_Mol_2000
https://openalex.org/W2033720124,snowball_Hornborg_2001
https://openalex.org/W2033917970,snowball_York_2003
https://openalex.org/W2033999006,snowball_Hornborg_2001
https://openalex.org/W2034605730,snowball_Schnaiberg_1980
https://openalex.org/W2034605730,snowball_York_2003
https://openalex.org/W2035353157,snowball_Schnaiberg_1980
https://openalex.org/W2035795652,snowball_Schnaiberg_1980
https://openalex.org/W2035939663,S6_stirpat
https://openalex.org/W2035939663,snowball_Mol_2000
https://openalex.org/W2035939663,snowball_Schnaiberg_1980
https://openalex.org/W2035939663,snowball_York_2003
https://openalex.org/W2036017869,snowball_Schnaiberg_1980
https://openalex.org/W2036270673,Q1b_tech_specific
https://openalex.org/W2036803498,snowball_Schnaiberg_1980
https://openalex.org/W2037088854,snowball_Jorgenson_2012
https://openalex.org/W2037263418,snowball_Mol_2000
https://openalex.org/W2037410882,Q1_tech_material
https://openalex.org/W2037410882,S2_green_degrowth
https://openalex.org/W2037410882,snowball_York_2003
https://openalex.org/W2037544095,snowball_York_2003
https://openalex.org/W2037746081,snowball_Schnaiberg_1980
https://openalex.org/W2037831212,snowball_Mol_2000
https://openalex.org/W2037898012,snowball_Mol_2000
https://openalex.org/W2038389562,snowball_Schnaiberg_1980
