citing_id,cited_id
https://openalex.org/W1787368163,https://openalex.org/W1562678381
https://openalex.org/W1787368163,https://openalex.org/W1983784355
https://openalex.org/W1787368163,https://openalex.org/W2131554966
https://openalex.org/W1787368163,https://openalex.org/W2166039504
https://openalex.org/W1787368163,https://openalex.org/W2484271127
https://openalex.org/W1789592595,https://openalex.org/W992677477
https://openalex.org/W1789592595,https://openalex.org/W1471822320
https://openalex.org/W1789592595,https://openalex.org/W1648236975
https://openalex.org/W1789592595,https://openalex.org/W1799195091
https://openalex.org/W1789592595,https://openalex.org/W1974715189
https://openalex.org/W1789592595,https://openalex.org/W2049941951
https://openalex.org/W1789592595,https://openalex.org/W2140463603
https://openalex.org/W1789592595,https://openalex.org/W2144504431
https://openalex.org/W1797995488,https://openalex.org/W651598703
https://openalex.org/W1798557743,https://openalex.org/W651598703
https://openalex.org/W1798557743,https://openalex.org/W1976128508
https://openalex.org/W1799195091,https://openalex.org/W1974715189
https://openalex.org/W1799195091,https://openalex.org/W2049941951
https://openalex.org/W1803117247,https://openalex.org/W1572762085
https://openalex.org/W1803612979,https://openalex.org/W2049941951
https://openalex.org/W1812638916,https://openalex.org/W2104042383
https://openalex.org/W1812638916,https://openalex.org/W2106786628
https://openalex.org/W1812638916,https://openalex.org/W2131621631
https://openalex.org/W1817149726,https://openalex.org/W651598703
https://openalex.org/W1817149726,https://openalex.org/W2006081504
https://openalex.org/W1817149726,https://openalex.org/W2091709473
https://openalex.org/W1818551828,https://openalex.org/W651598703
https://openalex.org/W1818551828,https://openalex.org/W2058605117
https://openalex.org/W1821263952,https://openalex.org/W1968305520
https://openalex.org/W1821263952,https://openalex.org/W2086062903
https://openalex.org/W1821263952,https://openalex.org/W2131621631
https://openalex.org/W1821263952,https://openalex.org/W2152256466
https://openalex.org/W1837736204,https://openalex.org/W1572762085
https://openalex.org/W1837736204,https://openalex.org/W2096565435
https://openalex.org/W1837736204,https://openalex.org/W2167552625
https://openalex.org/W1837736204,https://openalex.org/W2243371407
https://openalex.org/W1846613483,https://openalex.org/W645191986
https://openalex.org/W1846613483,https://openalex.org/W651598703
https://openalex.org/W1851728015,https://openalex.org/W2020743501
https://openalex.org/W1851728015,https://openalex.org/W2131621631
https://openalex.org/W1857890999,https://openalex.org/W651598703
https://openalex.org/W1857890999,https://openalex.org/W2091709473
https://openalex.org/W1873256967,https://openalex.org/W1503263161
https://openalex.org/W1873256967,https://openalex.org/W2046054580
https://openalex.org/W1881456939,https://openalex.org/W651598703
https://openalex.org/W1894507421,https://openalex.org/W1981310173
https://openalex.org/W1894507421,https://openalex.org/W2031803465
https://openalex.org/W1894507421,https://openalex.org/W2049941951
https://openalex.org/W1895451490,https://openalex.org/W1504658872
https://openalex.org/W1895451490,https://openalex.org/W2028983320
https://openalex.org/W1895451490,https://openalex.org/W2151785299
https://openalex.org/W1896635809,https://openalex.org/W1562678381
https://openalex.org/W1896635809,https://openalex.org/W1964337509
https://openalex.org/W189814497,https://openalex.org/W651598703
https://openalex.org/W189814497,https://openalex.org/W1591353412
https://openalex.org/W189814497,https://openalex.org/W2101896833
https://openalex.org/W1900910987,https://openalex.org/W1504658872
https://openalex.org/W1900910987,https://openalex.org/W1572762085
https://openalex.org/W1900910987,https://openalex.org/W1982882586
https://openalex.org/W1900910987,https://openalex.org/W2000568622
https://openalex.org/W1900910987,https://openalex.org/W2014649769
https://openalex.org/W1900910987,https://openalex.org/W2020193821
https://openalex.org/W1900910987,https://openalex.org/W2104042383
https://openalex.org/W1900910987,https://openalex.org/W2138107144
https://openalex.org/W1900910987,https://openalex.org/W2144619978
https://openalex.org/W1901551613,https://openalex.org/W2000568622
https://openalex.org/W1901551613,https://openalex.org/W2131621631
https://openalex.org/W1914034541,https://openalex.org/W1562678381
https://openalex.org/W1919782393,https://openalex.org/W1572762085
https://openalex.org/W1919782393,https://openalex.org/W2000568622
https://openalex.org/W1919782393,https://openalex.org/W2020935901
https://openalex.org/W1919782393,https://openalex.org/W2034605730
https://openalex.org/W1919782393,https://openalex.org/W2040342446
https://openalex.org/W1919782393,https://openalex.org/W2133022495
https://openalex.org/W1919782393,https://openalex.org/W2170219305
https://openalex.org/W1919782393,https://openalex.org/W2182089091
https://openalex.org/W1919782393,https://openalex.org/W2279795386
https://openalex.org/W1919782393,https://openalex.org/W2333552092
https://openalex.org/W1921646761,https://openalex.org/W1572762085
https://openalex.org/W1921646761,https://openalex.org/W2076698736
https://openalex.org/W1921646761,https://openalex.org/W2112410722
https://openalex.org/W1926339253,https://openalex.org/W1572762085
https://openalex.org/W1926339253,https://openalex.org/W2031451536
https://openalex.org/W1946138591,https://openalex.org/W1981310173
https://openalex.org/W1946138591,https://openalex.org/W2049941951
https://openalex.org/W1946138591,https://openalex.org/W2121764075
https://openalex.org/W1954479716,https://openalex.org/W2034605730
https://openalex.org/W1956615754,https://openalex.org/W1504658872
https://openalex.org/W1956615754,https://openalex.org/W2000568622
https://openalex.org/W1956615754,https://openalex.org/W2040342446
https://openalex.org/W1956615754,https://openalex.org/W2056286657
https://openalex.org/W1956615754,https://openalex.org/W2171949063
https://openalex.org/W1963985712,https://openalex.org/W651598703
https://openalex.org/W1963985712,https://openalex.org/W1964734085
https://openalex.org/W1964181949,https://openalex.org/W1562678381
https://openalex.org/W1964181949,https://openalex.org/W2045335313
https://openalex.org/W1964181949,https://openalex.org/W2086670968
https://openalex.org/W1964181949,https://openalex.org/W2113991966
https://openalex.org/W1964302596,https://openalex.org/W1562678381
https://openalex.org/W1964302596,https://openalex.org/W1964337509
https://openalex.org/W1964302596,https://openalex.org/W1983784355
https://openalex.org/W1964302596,https://openalex.org/W2068618987
https://openalex.org/W1964337509,https://openalex.org/W1572762085
https://openalex.org/W1964337509,https://openalex.org/W1983784355
https://openalex.org/W1964337509,https://openalex.org/W2071762763
https://openalex.org/W1964337509,https://openalex.org/W2133370741
https://openalex.org/W1964426013,https://openalex.org/W2049941951
https://openalex.org/W1964426013,https://openalex.org/W2157725072
https://openalex.org/W1964734085,https://openalex.org/W651598703
https://openalex.org/W1965080111,https://openalex.org/W2049941951
https://openalex.org/W1965544356,https://openalex.org/W1572762085
https://openalex.org/W1965983703,https://openalex.org/W1967094530
https://openalex.org/W1965983703,https://openalex.org/W2029780813
https://openalex.org/W1965983703,https://openalex.org/W2133677719
https://openalex.org/W1966458983,https://openalex.org/W1572762085
https://openalex.org/W1966458983,https://openalex.org/W2151931317
https://openalex.org/W1966605003,https://openalex.org/W645191986
https://openalex.org/W1966605003,https://openalex.org/W651598703
https://openalex.org/W1966605003,https://openalex.org/W1974479080
https://openalex.org/W1966605003,https://openalex.org/W2000568622
https://openalex.org/W1966605003,https://openalex.org/W2006081504
https://openalex.org/W1966605003,https://openalex.org/W2020935901
https://openalex.org/W1966605003,https://openalex.org/W2091709473
https://openalex.org/W1966605003,https://openalex.org/W2142043891
https://openalex.org/W1966605003,https://openalex.org/W2279795386
https://openalex.org/W1967094530,https://openalex.org/W1562678381
https://openalex.org/W1967094530,https://openalex.org/W1991460461
https://openalex.org/W1967094530,https://openalex.org/W2049082182
https://openalex.org/W1967094530,https://openalex.org/W2068618987
https://openalex.org/W1967094530,https://openalex.org/W2071762763
https://openalex.org/W1967094530,https://openalex.org/W2085814276
https://openalex.org/W1967094530,https://openalex.org/W2160934709
https://openalex.org/W1967094530,https://openalex.org/W2166039504
https://openalex.org/W1967879531,https://openalex.org/W1504658872
https://openalex.org/W1967879531,https://openalex.org/W2115328246
https://openalex.org/W1967879531,https://openalex.org/W2119211517
https://openalex.org/W1967944648,https://openalex.org/W2030793277
https://openalex.org/W1967944648,https://openalex.org/W2061046454
https://openalex.org/W1967944648,https://openalex.org/W2131621631
https://openalex.org/W1967944648,https://openalex.org/W2133907326
https://openalex.org/W1967944648,https://openalex.org/W2166671387
https://openalex.org/W1967944648,https://openalex.org/W2184765626
https://openalex.org/W1968305520,https://openalex.org/W651598703
https://openalex.org/W1968305520,https://openalex.org/W1988663313
https://openalex.org/W1968305520,https://openalex.org/W1990164247
https://openalex.org/W1968305520,https://openalex.org/W2020935901
https://openalex.org/W1968305520,https://openalex.org/W2033999006
https://openalex.org/W1968305520,https://openalex.org/W2040342446
https://openalex.org/W1968305520,https://openalex.org/W2133022495
https://openalex.org/W1968305520,https://openalex.org/W2143917121
https://openalex.org/W1968305520,https://openalex.org/W2166671387
https://openalex.org/W1968305520,https://openalex.org/W2170219305
https://openalex.org/W1968305520,https://openalex.org/W2182089091
https://openalex.org/W1968305520,https://openalex.org/W2279795386
https://openalex.org/W1968441806,https://openalex.org/W651598703
https://openalex.org/W1968441806,https://openalex.org/W2020935901
https://openalex.org/W1968441806,https://openalex.org/W2045488269
https://openalex.org/W1968441806,https://openalex.org/W2119211517
https://openalex.org/W1968441806,https://openalex.org/W2142043891
https://openalex.org/W1968441806,https://openalex.org/W2163307695
https://openalex.org/W1968441806,https://openalex.org/W2166671387
https://openalex.org/W1968441806,https://openalex.org/W2184765626
https://openalex.org/W1968441806,https://openalex.org/W2279795386
https://openalex.org/W1968571633,https://openalex.org/W1562678381
https://openalex.org/W1968966586,https://openalex.org/W2029780813
https://openalex.org/W1968966586,https://openalex.org/W2049941951
https://openalex.org/W1968966586,https://openalex.org/W2052681097
https://openalex.org/W1968966586,https://openalex.org/W2059527695
https://openalex.org/W1968966586,https://openalex.org/W2113991966
https://openalex.org/W1968966586,https://openalex.org/W2128331441
https://openalex.org/W1969030634,https://openalex.org/W1964337509
https://openalex.org/W1969030634,https://openalex.org/W1983784355
https://openalex.org/W1969030634,https://openalex.org/W2071762763
https://openalex.org/W1969030634,https://openalex.org/W2131621631
https://openalex.org/W1969030634,https://openalex.org/W2133370741
https://openalex.org/W1969406214,https://openalex.org/W1572762085
https://openalex.org/W1969406214,https://openalex.org/W1964337509
https://openalex.org/W1969406214,https://openalex.org/W1983784355
https://openalex.org/W1969406214,https://openalex.org/W1991460461
https://openalex.org/W1969406214,https://openalex.org/W2040342446
https://openalex.org/W1969406214,https://openalex.org/W2163744998
https://openalex.org/W1969554203,https://openalex.org/W651598703
https://openalex.org/W1969838726,https://openalex.org/W651598703
https://openalex.org/W1971980919,https://openalex.org/W2025222328
https://openalex.org/W1971980919,https://openalex.org/W2049941951
https://openalex.org/W1971980919,https://openalex.org/W2050325244
https://openalex.org/W1971980919,https://openalex.org/W2059527695
https://openalex.org/W1971980919,https://openalex.org/W2093146770
https://openalex.org/W1971980919,https://openalex.org/W2098011161
https://openalex.org/W1971980919,https://openalex.org/W2134317867
https://openalex.org/W1971980919,https://openalex.org/W2154289493
https://openalex.org/W1973204257,https://openalex.org/W1562678381
https://openalex.org/W1973204257,https://openalex.org/W2045249968
https://openalex.org/W1973204257,https://openalex.org/W2109580859
https://openalex.org/W1973204257,https://openalex.org/W2153920784
https://openalex.org/W1973612113,https://openalex.org/W2131621631
https://openalex.org/W1973612113,https://openalex.org/W2163307695
https://openalex.org/W1973612113,https://openalex.org/W4385886475
https://openalex.org/W1973845023,https://openalex.org/W1979780488
https://openalex.org/W1973845023,https://openalex.org/W2071762763
https://openalex.org/W1973845023,https://openalex.org/W2112433673
https://openalex.org/W1973845023,https://openalex.org/W2131621631
https://openalex.org/W1973845023,https://openalex.org/W2152256466
https://openalex.org/W1973954730,https://openalex.org/W651598703
https://openalex.org/W1973954730,https://openalex.org/W2020935901
https://openalex.org/W1973954730,https://openalex.org/W2119211517
https://openalex.org/W1973954730,https://openalex.org/W2142043891
https://openalex.org/W1973954730,https://openalex.org/W2182089091
https://openalex.org/W1974479080,https://openalex.org/W651598703
https://openalex.org/W1974479080,https://openalex.org/W2091709473
https://openalex.org/W1974600276,https://openalex.org/W651598703
https://openalex.org/W1974715189,https://openalex.org/W1981310173
https://openalex.org/W1974715189,https://openalex.org/W2049941951
https://openalex.org/W1974736057,https://openalex.org/W1562678381
https://openalex.org/W1976128508,https://openalex.org/W2069885397
https://openalex.org/W1976255974,https://openalex.org/W1562678381
https://openalex.org/W1976323772,https://openalex.org/W2041381132
https://openalex.org/W1976323772,https://openalex.org/W2049941951
https://openalex.org/W1976323772,https://openalex.org/W2101629541
https://openalex.org/W1976529177,https://openalex.org/W2026114350
https://openalex.org/W1976529177,https://openalex.org/W2049941951
https://openalex.org/W1976529177,https://openalex.org/W2089110760
https://openalex.org/W1976529177,https://openalex.org/W2117938339
https://openalex.org/W1976854836,https://openalex.org/W1572762085
https://openalex.org/W1976854836,https://openalex.org/W2040342446
https://openalex.org/W1976854836,https://openalex.org/W2169963362
https://openalex.org/W1977274064,https://openalex.org/W1562678381
https://openalex.org/W1977274064,https://openalex.org/W2081421160
https://openalex.org/W1977685850,https://openalex.org/W2049941951
